"severity","issueId","issueDescription","wcagConformance","url","context","howToFix","learnMore"
"mustFix","aria-hidden-focus","ARIA hidden element must not be focusable or contain focusable elements","wcag412","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<button type=""button"" class=""btn btn-default gdpr-alert__close"" data-dismiss=""alert"" aria-hidden=""true"">Close</button>","Fix all of the following:   Focusable content should be disabled or be removed from the DOM","https://dequeuniversity.com/rules/axe/4.8/aria-hidden-focus?application=purple-hats"
"mustFix","aria-hidden-focus","ARIA hidden element must not be focusable or contain focusable elements","wcag412","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<li data-gtm-menu-title=""Find a Doctor"" class=""find-a-doctor nav_parent index-8 last fad accessible-megamenu-top-nav-item"" aria-hidden=""true"">","Fix all of the following:   Focusable content should have tabindex=""-1"" or be removed from the DOM","https://dequeuniversity.com/rules/axe/4.8/aria-hidden-focus?application=purple-hats"
"mustFix","aria-hidden-focus","ARIA hidden element must not be focusable or contain focusable elements","wcag412","https://www.uvmhealth.org/network-locations","<button type=""button"" class=""btn btn-default gdpr-alert__close"" data-dismiss=""alert"" aria-hidden=""true"">Close</button>","Fix all of the following:   Focusable content should be disabled or be removed from the DOM","https://dequeuniversity.com/rules/axe/4.8/aria-hidden-focus?application=purple-hats"
"mustFix","aria-hidden-focus","ARIA hidden element must not be focusable or contain focusable elements","wcag412","https://www.uvmhealth.org/research-and-education","<button type=""button"" class=""btn btn-default gdpr-alert__close"" data-dismiss=""alert"" aria-hidden=""true"">Close</button>","Fix all of the following:   Focusable content should be disabled or be removed from the DOM","https://dequeuniversity.com/rules/axe/4.8/aria-hidden-focus?application=purple-hats"
"mustFix","aria-hidden-focus","ARIA hidden element must not be focusable or contain focusable elements","wcag412","https://www.uvmhealth.org/violence","<button type=""button"" class=""btn btn-default gdpr-alert__close"" data-dismiss=""alert"" aria-hidden=""true"">Close</button>","Fix all of the following:   Focusable content should be disabled or be removed from the DOM","https://dequeuniversity.com/rules/axe/4.8/aria-hidden-focus?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<button class=""affiliate-btn dropdown-toggle"" data-toggle=""dropdown"" type=""button"">Network Locations<i class=""fas fa-caret-square-down"" aria-hidden=""true"">&nbsp;</i></button>","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #699d27, background color: #f4f4f5, font size: 18.0pt (24px), font weight: normal). Expected contrast ratio of 3:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<a class=""ext"" data-extlink="""" href=""https://uvmhealth.org/violence"" rel=""noreferrer"" target=""_blank"">Watch the video&nbsp;<span style=""color: #00643c;""><i aria-hidden=""true"" class=""fa fa-arrow-right"">&nbsp;</i></span></a>","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #699d27, background color: #f4f4f5, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""921b1d9b-ccfb-433e-be11-1d459cd9c800"" href=""/healthsource/our-commitment-patients-and-communities-we-serve"" style=""color:#699d27"" title=""Our Commitment to the Patients and Communities We Serve"">","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #699d27, background color: #f4f4f5, font size: 13.5pt (18px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<a class=""no-ext-icon"" data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""0a5b47ca-f560-4cbb-b19c-619a692a27ee"" href=""/price-transparency"" style=""color:#699d27"" title=""Price Transparency"">LEARN MORE <i class=""fa-solid fa-arrow-right"" aria-hidden=""true"">&nbsp;</i></a>","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #699d27, background color: #f4f4f5, font size: 13.5pt (18px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/","<a class=""no-ext-icon"" href=""https://uvmhealthimpact.org/finding-the-willing-and-able/"" rel=""noopener"" style=""color:#699d27"" target=""_blank"">READ THE STORY <i class=""fa-solid fa-arrow-right"" aria-hidden=""true"">&nbsp;</i></a>","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #699d27, background color: #f4f4f5, font size: 13.5pt (18px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/about-uvm-health-network","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/about-uvm-health-network","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/careers","<p>Are you an agency Recruiter? The University of Vermont Health Network’s Talent Acquisition team has partnered with Recruitifi for all salaried, non-executive level candidate submissions. To be a part of our agency community, please apply here:</p>","Fix any of the following:   Element has insufficient color contrast of 3.25 (foreground color: #ffffff, background color: #699d27, font size: 12.5pt (16.64px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/doctors","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/doctors","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/doctors","<p class=""field field--type-string-long field--label-hidden field__item"">	  	  Choose a location near you	  	  </p>","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #f4f4f5, background color: #699d27, font size: 14.3pt (19px), font weight: bold). Expected contrast ratio of 3:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/for-medical-professionals","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/for-medical-professionals","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/for-network-employees","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/for-network-employees","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness/flu-prevention","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness/flu-prevention","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness/flu-prevention","<a href=""/health-wellness/flu-prevention"" class=""menu-item--active field__item flu-prevention menu-item--active-trail is-active active"" aria-current=""true"" data-drupal-link-system-path=""node/15095"">Flu Prevention</a>","Fix any of the following:   Element has insufficient color contrast of 3.25 (foreground color: #ffffff, background color: #699d27, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness/flu-prevention","<a href=""/taxonomy/term/13319"" hreflang=""en"">COVID-19</a>","Fix any of the following:   Element has insufficient color contrast of 3.27 (foreground color: #669d27, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness/flu-prevention","<a href=""/taxonomy/term/13319"" hreflang=""en"">COVID-19</a>","Fix any of the following:   Element has insufficient color contrast of 3.27 (foreground color: #669d27, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/health-wellness/flu-prevention","<a href=""/taxonomy/term/13406"" hreflang=""en"">Wellness</a>","Fix any of the following:   Element has insufficient color contrast of 3.27 (foreground color: #669d27, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter","<a class=""ext"" data-extlink="""" href=""https://uvmhealth.org/violence"" rel=""noreferrer"" target=""_blank"">Watch the video&nbsp;<span style=""color: #00643c;""><i aria-hidden=""true"" class=""fa fa-arrow-right"">&nbsp;</i></span></a>","Fix any of the following:   Element has insufficient color contrast of 2.96 (foreground color: #699d27, background color: #f4f4f5, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter","<a href=""/healthsource/search/tags?topic=Children's Health"">Children's Health</a>","Fix any of the following:   Element has insufficient color contrast of 3.27 (foreground color: #669d27, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter","<a href=""/healthsource/search/tags?topic=Chronic Conditions"">Chronic Conditions</a>","Fix any of the following:   Element has insufficient color contrast of 3.27 (foreground color: #669d27, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter","<a href=""/healthsource/search/tags?topic=Cancer"">Cancer</a>","Fix any of the following:   Element has insufficient color contrast of 3.27 (foreground color: #669d27, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<a href=""/medcenter/wellness-resources/online-tools-and-information"" class=""field__item online-tools-and-information menu-item--active-trail is-active active"" data-drupal-link-system-path=""node/12209"">Online Tools and Information</a>","Fix any of the following:   Element has insufficient color contrast of 3.25 (foreground color: #ffffff, background color: #699d27, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/network-locations","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/network-locations","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/research-and-education","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/research-and-education","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/violence","<span>MyChart</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 11.3pt (15px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/violence","<span>LOG IN or JOIN</span>","Fix any of the following:   Element has insufficient color contrast of 3.21 (foreground color: #f4f4f5, background color: #de641f, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://www.uvmhealth.org/violence","<strong>Join the conversation on social media:</strong>","Fix any of the following:   Element has insufficient color contrast of 3.25 (foreground color: #ffffff, background color: #699d27, font size: 13.5pt (18px), font weight: bold). Expected contrast ratio of 4.5:1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-hats"
"mustFix","frame-title","Frames must have an accessible name","wcag412","https://www.uvmhealth.org/careers","<iframe src=""https://player.vimeo.com/video/822120290?h=1b33d536f6"" width=""640"" height=""360"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>","Fix any of the following:   Element has no title attribute   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element's default semantics were not overridden with role=""none"" or role=""presentation""","https://dequeuniversity.com/rules/axe/4.8/frame-title?application=purple-hats"
"mustFix","image-alt","Images must have alternate text","wcag111","https://www.uvmhealth.org/medcenter","<img src=""https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2021-04/childrens-hospital-monty-moose.png"">","Fix any of the following:   Element does not have an alt attribute   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute   Element's default semantics were not overridden with role=""none"" or role=""presentation""","https://dequeuniversity.com/rules/axe/4.8/image-alt?application=purple-hats"
"mustFix","image-alt","Images must have alternate text","wcag111","https://www.uvmhealth.org/medcenter","<img class=""img-responsive"" src=""https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2023-08/usnews-northern-vermont-2023-2024.png"" style=""margin-top: -5px"">","Fix any of the following:   Element does not have an alt attribute   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute   Element's default semantics were not overridden with role=""none"" or role=""presentation""","https://dequeuniversity.com/rules/axe/4.8/image-alt?application=purple-hats"
